Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price
2017,30000,Petrol,Manual,First,5,3.1
2018,12000,Diesel,Automatic,First,7,33.5
2017,65000,Petrol,Manual,First,5,4.8
2014,38000,Petrol,Manual,First,5,3.49
2012,25000,Petrol,Manual,Second,7,5.15
2011,100000,Diesel,Automatic,First,5,14.41
2014,13710,Petrol,Manual,First,5,4.75
2015,100000,Diesel,Automatic,First,7,19
2017,17000,Petrol,Manual,First,5,4.9
2008,89000,Diesel,Automatic,Second,4,6.3
2006,100173,Petrol,Manual,Second,5,2.4
2009,97000,Petrol,Manual,First,5,3
2016,40190,Petrol,Manual,First,5,4.25
2016,29647,Diesel,Manual,First,5,6.3
2018,43639,Petrol,Manual,First,5,8.15
2012,37333,Petrol,Manual,First,5,3.22
2018,48407,Petrol,Manual,First,5,7.65
2010,72400,Petrol,Manual,Second,5,2.3
2012,18000,Petrol,Automatic,First,4,22
2012,65167,Petrol,Manual,First,5,3.28
2016,25418,Petrol,Manual,First,5,7.09
2013,38995,Diesel,Manual,First,5,6.46
2012,60000,Diesel,Manual,First,5,4
2011,72000,Diesel,Automatic,First,5,11
2016,31075,Diesel,Automatic,Second,7,49.79
2015,4311,Diesel,Manual,First,5,4.8
2017,21000,Diesel,Automatic,First,5,35
2011,54000,Diesel,Automatic,First,5,21.99
2007,50000,Petrol,Manual,Second,5,1.1
2018,13000,Petrol,Manual,First,5,6.6
2013,74000,Petrol,Manual,First,5,4.5
2009,75000,Petrol,Manual,Second,5,1
2017,25000,Diesel,Manual,First,5,6.9
2012,139000,Diesel,Automatic,First,5,16.75
2015,52000,Diesel,Automatic,First,5,25.49
2015,20000,Diesel,Automatic,First,5,35.5
2018,32663,Diesel,Manual,First,5,6.28
2012,76777,Diesel,Manual,Second,8,4.88
2016,100303,Diesel,Manual,First,5,3.7
2015,43993,Petrol,Manual,First,5,3.45
2016,72118,Diesel,Manual,First,8,10.23
2010,83000,Petrol,Automatic,Second,5,6.5
2016,7523,Petrol,Manual,First,5,6.15
2014,34670,Petrol,Manual,First,7,2.9
2016,30000,Diesel,Manual,First,5,5.5
2017,17000,Diesel,Automatic,First,7,31
2015,59261,Diesel,Manual,First,5,4.25
2016,65210,Diesel,Manual,First,5,5.48
2016,19000,Petrol,Manual,First,5,7.25
2012,50000,Petrol,Manual,First,5,3
2015,47000,Diesel,Automatic,First,5,29.5
2007,75000,Petrol,Manual,Second,5,1.49
2013,54534,Petrol,Automatic,First,5,3.65
2018,13000,Diesel,Manual,First,5,10.9
2015,48808,Petrol,Manual,First,5,4.3
2012,63001,Diesel,Manual,Second,7,6.11
2015,64771,Diesel,Manual,First,8,15.5
2016,34634,Petrol,Manual,First,5,6.9
2012,69242,Petrol,Manual,First,5,4.69
2011,33292,Petrol,Manual,First,5,3.19
2012,55000,Petrol,Automatic,Second,5,3.75
2019,1000,Petrol,Manual,First,5,8.6
2011,80000,Petrol,Manual,Second,5,3.85
2016,65003,Diesel,Automatic,First,5,67.83
2019,16573,Petrol,Manual,First,5,9.31
2008,152633,Petrol,Automatic,First,5,3
2015,53000,Petrol,Manual,First,5,5.5
2017,50129,Diesel,Manual,First,5,13.3
2013,63716,Diesel,Automatic,First,5,23
2018,11000,Petrol,Manual,First,5,3.35
2013,63265,Petrol,Manual,First,5,2.95
2016,20000,Diesel,Manual,First,5,6.75
2015,41000,Petrol,Manual,First,5,5.85
2015,26323,Petrol,Automatic,First,5,7.4
2016,76000,Diesel,Manual,First,5,3.8
2008,69972,Petrol,Manual,First,5,3.8
2008,69000,Petrol,Manual,First,5,2.7
2016,65000,Diesel,Manual,First,7,7.21
2016,29512,Petrol,Manual,First,5,7.9
2017,51000,Diesel,Manual,First,5,4.2
2014,58003,Diesel,Manual,First,5,5.75
2013,56500,Petrol,Automatic,First,5,3.45
2014,29063,Diesel,Automatic,First,5,25.75
2018,46811,Diesel,Manual,First,7,16.59
2014,31897,Petrol,Manual,First,5,4.69
2009,52100,Diesel,Automatic,Second,5,7.5
2016,73000,Diesel,Manual,First,7,16.5
2009,31423,Petrol,Manual,First,5,1.99
2014,75180,Diesel,Manual,First,5,5.25
2013,75000,Diesel,Manual,Second,5,5.4
2014,15000,Petrol,Manual,First,5,3.9
2015,12000,Petrol,Manual,First,5,5.8
2014,32000,Diesel,Automatic,First,5,30.5
2017,44504,Diesel,Manual,First,5,5.6
2012,66000,Diesel,Automatic,First,5,23
2015,39437,Diesel,Manual,First,5,5.15
2017,36931,Diesel,Automatic,First,5,9.48
2016,17800,Petrol,Automatic,Second,4,2.38
2009,71346,Petrol,Manual,First,5,3.8
2015,45000,Petrol,Manual,Second,5,5.5
2010,85155,Petrol,Manual,First,5,3.55
2015,48823,Petrol,Manual,First,5,6.35
2015,37000,Diesel,Automatic,First,5,36
2005,92000,Diesel,Manual,Second,5,1.1
2014,36000,Petrol,Manual,First,5,3.7
2016,24569,Diesel,Manual,First,7,13.5
2015,25811,Petrol,Manual,Second,4,2.13
2015,65000,Diesel,Manual,First,5,7.75
2017,100400,Diesel,Manual,First,5,2.85
2014,76414,Diesel,Manual,First,5,4.95
2012,82103,Diesel,Manual,First,7,6.2
2013,98000,Diesel,Automatic,First,5,17.5
2010,45252,Petrol,Manual,First,5,2.25
2017,10300,Petrol,Manual,First,5,6.75
2016,42024,Diesel,Automatic,First,5,9.73
2018,51236,Diesel,Manual,First,7,8.49
2013,52000,Petrol,Automatic,First,4,25
2015,42894,Diesel,Manual,First,5,5.59
2011,68000,Diesel,Automatic,First,5,4.8
2014,69000,Diesel,Manual,First,5,5.45
2017,10000,Petrol,Manual,First,5,6.5
2015,16000,Petrol,Manual,First,5,4.35
2013,46992,Diesel,Manual,First,5,3.75
2014,58000,Diesel,Automatic,First,7,32
2015,50000,Diesel,Manual,Second,5,4
2011,39010,Diesel,Manual,First,5,2.6
2016,26946,Petrol,Manual,First,5,4.45
2015,28700,Petrol,Manual,First,5,2.6
2011,60000,Petrol,Automatic,First,5,16
2014,38999,Diesel,Automatic,First,5,32.5
2016,39000,Diesel,Automatic,First,7,13.85
2018,7784,Petrol,Manual,First,5,8.76
2014,45710,Petrol,Automatic,First,7,23.68
2017,42000,Petrol,Automatic,First,5,5.5
2013,75995,Diesel,Automatic,Second,5,65.81
2013,57000,Diesel,Manual,First,5,4.99
2013,85350,Diesel,Manual,Second,5,5.7
2016,82725,Petrol,Automatic,First,5,11.99
2016,19000,Diesel,Automatic,Second,5,29.99
2018,13900,Petrol,Manual,First,5,9.5
2014,108000,Diesel,Manual,First,5,5.5
2016,36000,Diesel,Automatic,First,7,23
2013,62188,Diesel,Manual,First,5,2.95
2015,58397,Diesel,Manual,First,5,4.9
2016,30000,Petrol,Automatic,First,5,4.25
2018,29907,Diesel,Manual,First,7,16.36
2009,46000,Diesel,Automatic,First,5,9.95
2012,65000,Diesel,Manual,First,5,5.5
2016,22000,Diesel,Manual,First,5,8.25
2002,99024,Petrol,Manual,First,5,0.95
2016,34952,Petrol,Manual,First,5,4.01
2019,13913,Petrol,Manual,First,5,8.2
2014,71000,Diesel,Manual,Second,5,6.2
2012,97000,Diesel,Automatic,First,7,16.75
2017,21000,Diesel,Automatic,First,7,16.5
2012,110438,Diesel,Manual,First,5,3.5
2017,66507,Petrol,Automatic,Second,5,5.43
2017,54650,Diesel,Automatic,First,7,30.35
2014,32000,Petrol,Automatic,First,5,7.99
2011,75378,Diesel,Manual,First,5,3.59
2012,82697,Diesel,Manual,First,5,1.9
2009,135000,Petrol,Automatic,First,5,4.7
2012,149000,Diesel,Manual,First,5,7.25
2016,26212,Diesel,Automatic,First,5,24.46
2014,23500,Petrol,Manual,Second,5,3.9
2013,56127,Petrol,Manual,First,5,5.15
2015,26000,Petrol,Automatic,First,5,3.65
2016,26000,Diesel,Manual,First,5,5
2009,42000,Petrol,Manual,First,5,2.3
2001,130000,Petrol,Manual,Second,5,0.75
2009,137148,Petrol,Manual,Second,5,1.85
2010,114703,Petrol,Manual,First,5,1.8
2014,97439,Diesel,Manual,First,5,4.41
2006,40000,Petrol,Manual,First,5,2
2014,81609,Diesel,Manual,First,5,5.55
2014,28000,Diesel,Automatic,First,5,31.75
2015,37500,Diesel,Automatic,First,5,32
2010,37000,Diesel,Automatic,First,5,21
2010,83000,Diesel,Manual,First,5,2.75
2005,79012,Petrol,Manual,First,5,2.64
2018,27395,Diesel,Manual,First,7,14.19
2017,35362,Petrol,Manual,First,5,3.85
2014,117000,Diesel,Manual,First,7,15.5
2010,23000,Petrol,Manual,First,5,1.9
2014,59508,Petrol,Manual,First,4,1.26
2009,69000,Petrol,Manual,Second,5,2.4
2010,58000,Diesel,Automatic,First,5,11.5
2014,88511,Diesel,Manual,First,7,8.25
2011,66000,Petrol,Manual,First,5,2.75
2009,65000,Petrol,Manual,Second,5,1.4
2015,30676,Petrol,Manual,First,4,2.9
2011,76000,Diesel,Manual,First,5,2.4
2013,23627,Petrol,Automatic,First,5,4.75
2018,52827,Diesel,Automatic,First,5,44.76
2015,64465,Diesel,Manual,First,5,6.22
2018,14000,Petrol,Automatic,First,5,4.5
2015,26000,Petrol,Manual,First,5,4.25
2011,78203,Diesel,Automatic,First,4,5.5
2017,27000,Diesel,Manual,First,5,6.95
2018,31919,Petrol,Automatic,First,5,4.56
2016,47392,Diesel,Manual,First,5,13.82
2016,17362,Petrol,Manual,First,5,5.65
2016,49716,Diesel,Manual,First,5,6.2
2014,48000,Petrol,Manual,First,5,3.25
2009,46000,Diesel,Automatic,First,5,8.5
2016,79000,Diesel,Manual,First,5,7.25
2013,57000,Diesel,Manual,First,5,4.61
2016,29754,Petrol,Manual,First,5,5.3
2012,50123,Diesel,Manual,First,5,1.9
2012,57184,Petrol,Manual,First,5,3.09
2007,75000,Diesel,Automatic,Second,5,9.5
2015,26000,Diesel,Automatic,First,5,12.65
2016,22129,Petrol,Manual,First,5,4.25
2011,127887,Diesel,Manual,First,5,2.95
2006,92000,Diesel,Manual,First,8,3.45
2011,60634,Petrol,Manual,First,5,3.3
2014,90000,Diesel,Manual,First,7,8
2009,59000,Petrol,Manual,First,5,2.71
2012,59293,Petrol,Manual,First,5,2.7
2012,80753,Diesel,Manual,Second,5,4.5
2015,40000,Diesel,Manual,Second,7,18.75
2014,103000,Diesel,Manual,Second,5,5.25
2017,48000,Diesel,Manual,First,5,6
2014,41000,Petrol,Manual,First,5,3.14
2016,26000,Petrol,Manual,First,5,2.55
2012,30000,Petrol,Manual,Second,5,2.3
2014,74624,Diesel,Manual,First,5,5.65
2015,47877,Diesel,Automatic,First,5,48.22
2016,35000,Petrol,Manual,First,5,3
2015,52123,Diesel,Manual,First,5,7.5
2005,90000,Diesel,Manual,First,8,2.6
2018,1400,Diesel,Automatic,First,5,61.25
2009,122000,Petrol,Manual,Second,5,3.5
2016,21110,Petrol,Automatic,First,4,28.95
2015,78000,Diesel,Automatic,First,6,15
2012,72000,Diesel,Manual,First,5,4.25
2006,48000,Petrol,Automatic,First,4,59
2013,43486,Diesel,Manual,First,7,6.6
2007,199000,Diesel,Manual,Second,7,5.2
2010,34000,Petrol,Manual,First,5,10
2016,37944,Diesel,Automatic,First,5,35
2017,30000,Diesel,Manual,First,5,8.75
2015,64005,Petrol,Manual,First,5,4.57
2012,62000,Petrol,Manual,First,5,2.5
2005,105000,Petrol,Manual,First,5,1.75
2014,59885,Diesel,Automatic,First,5,20.11
2011,144471,Diesel,Manual,First,8,7.8
2011,63991,Petrol,Manual,First,5,3.61
2007,72000,Petrol,Manual,Second,5,1.11
2015,34895,Petrol,Automatic,First,5,4.6
2015,97003,Diesel,Automatic,First,5,85
2015,45000,Petrol,Automatic,First,5,5.25
2013,45000,Diesel,Manual,Second,5,3.3
2013,100000,Diesel,Manual,Second,7,17.75
2016,70000,Diesel,Automatic,First,5,35
2016,37023,Diesel,Manual,First,5,13.39
2012,81000,Diesel,Manual,First,5,2.5
2017,20789,Diesel,Automatic,First,7,18.36
2015,68310,Diesel,Manual,First,5,5.95
2015,47250,Diesel,Manual,Second,5,11
2014,47000,Diesel,Automatic,Second,5,64.75
2017,128000,Diesel,Manual,First,5,6.3
2017,17702,Petrol,Manual,First,5,11.94
2014,34987,Petrol,Automatic,First,5,5.95
2017,37000,Diesel,Manual,First,5,11
2017,38271,Petrol,Manual,First,5,12.53
2012,32510,Diesel,Manual,Second,5,3.75
2014,88000,Diesel,Automatic,First,5,27
2012,116000,Diesel,Manual,First,6,9.95
2013,156000,Diesel,Manual,First,5,4.2
2010,75319,Petrol,Manual,Second,5,2
2013,28000,Petrol,Manual,First,5,3.25
2017,16500,Diesel,Automatic,First,5,34
2016,75637,Diesel,Automatic,First,5,30.37
2018,32854,Petrol,Automatic,First,5,12.6
2019,6568,Petrol,Manual,First,5,5.09
2014,30000,Diesel,Automatic,First,5,24.5
2018,17804,Diesel,Manual,Second,5,7.97
2011,69768,Petrol,Manual,First,5,2.9
2016,62404,Diesel,Automatic,First,5,21.33
2012,97000,Diesel,Automatic,Second,5,6.5
2016,55687,Diesel,Manual,First,5,12.15
2014,17000,Petrol,Manual,First,5,4.25
2017,34232,Diesel,Automatic,First,5,35.84
2012,80000,Diesel,Manual,First,5,6.75
2014,31045,Petrol,Manual,Second,5,5.65
2013,58000,Diesel,Automatic,Second,5,7.5
2018,35480,Diesel,Manual,First,5,13.34
2016,62287,Diesel,Manual,First,5,7.9
2015,46162,Diesel,Manual,First,5,6.98
2014,9200,Petrol,Manual,First,5,5.75
2012,55339,Diesel,Manual,First,5,2.65
2011,55476,Diesel,Manual,First,5,2.49
2007,68553,Petrol,Manual,Second,5,1.5
2016,67376,Diesel,Manual,First,7,6.5
2013,42000,Diesel,Manual,First,5,8
2019,28069,Diesel,Automatic,First,7,30.85
2014,93144,Diesel,Automatic,First,5,17.15
2014,24300,Petrol,Automatic,First,5,4.55
2015,47883,Diesel,Manual,Second,5,7.4
2013,12467,Diesel,Automatic,First,5,25.64
2013,56683,Diesel,Automatic,Second,5,13.5
2013,38000,Petrol,Manual,First,5,3.55
2018,35000,Diesel,Manual,First,5,15
2007,80000,Petrol,Manual,Second,5,1.95
2006,125000,Petrol,Manual,Second,5,2.3
2013,123000,Diesel,Manual,Second,7,15
2012,70000,Petrol,Manual,First,5,3.15
2012,87982,Diesel,Manual,First,5,5
2013,40714,Diesel,Automatic,Second,5,24.75
2008,83000,Diesel,Manual,Second,5,2.6
2011,86000,Petrol,Manual,First,5,3.75
2009,60002,Diesel,Manual,Second,5,4.85
2013,60000,Diesel,Automatic,First,5,27
2014,84677,Diesel,Manual,First,5,3
2017,23000,Diesel,Automatic,First,5,28.75
2016,81424,Diesel,Manual,First,8,14.49
2013,36400,Diesel,Automatic,First,4,72
2012,70000,Diesel,Manual,Second,5,4
2015,40000,Diesel,Manual,Second,5,4.5
2019,600,Petrol,Automatic,First,5,6.25
2015,65320,Diesel,Automatic,Second,5,11.5
2018,5000,Petrol,Manual,First,5,10.11
2019,6028,Petrol,Manual,First,5,11.54
2006,86000,Petrol,Manual,Second,5,1
2013,160000,Diesel,Manual,Second,5,2.5
2011,59967,Petrol,Automatic,First,5,18
2018,43127,Diesel,Manual,First,5,6.85
2012,65727,Petrol,Manual,First,5,2.97
2013,70000,Petrol,Manual,First,5,4.75
2018,39861,Diesel,Manual,First,5,7.38
2017,16485,Diesel,Automatic,First,5,42.75
2010,77332,Diesel,Manual,Second,5,3.65
2017,17489,Petrol,Automatic,First,5,5.99
2012,125000,Diesel,Automatic,First,7,13.5
2016,35129,Petrol,Automatic,First,5,7
2016,22982,Petrol,Automatic,First,5,10.95
2017,16235,Diesel,Manual,First,5,5.5
2017,73641,Petrol,Automatic,First,5,17.08
2015,59572,Diesel,Manual,First,5,6.85
2014,112827,Petrol,Automatic,First,5,10.5
2010,118000,Diesel,Manual,First,8,8.75
2010,60000,Petrol,Manual,First,5,2.7
2012,75059,Petrol,Automatic,First,5,4.25
2018,3000,Diesel,Manual,First,5,7.9
2011,78000,Petrol,Automatic,Second,5,4.5
2012,47000,Diesel,Manual,First,5,4
2012,42000,Petrol,Manual,First,5,4.75
2018,6820,Diesel,Manual,First,5,7.65
2013,55176,Petrol,Manual,Second,5,3.47
2016,39854,Petrol,Manual,First,5,5.64
2013,24000,Petrol,Manual,First,5,2.95
2016,55000,Diesel,Manual,First,5,5.65
2012,45840,Diesel,Automatic,First,7,8.41
2003,125000,Petrol,Manual,Second,5,0.8
2014,52951,Diesel,Manual,First,5,5.65
2013,49000,Petrol,Manual,First,5,4.5
2015,52000,Diesel,Manual,First,5,6.9
2013,120005,Diesel,Manual,First,5,4
2015,33000,Petrol,Manual,First,5,5.6
2016,126000,Petrol,Manual,First,7,2.2
2013,66700,Petrol,Manual,First,5,4
2014,122000,Diesel,Manual,Second,7,16
2016,29000,Diesel,Manual,First,5,12.6
2014,42315,Petrol,Manual,First,5,4.79
2016,84580,Diesel,Manual,First,5,6.83
2002,75000,Petrol,Manual,First,4,0.51
2006,85000,Petrol,Manual,Second,5,0.69
2015,24296,Petrol,Manual,First,5,4.65
2014,40000,Petrol,Manual,First,5,6.49
2009,64514,Diesel,Manual,First,5,2.9
2016,35000,Petrol,Manual,First,5,7.4
2016,41000,Petrol,Manual,Second,5,3.25
2008,60123,Petrol,Manual,Second,5,1.95
2015,53000,Petrol,Manual,Second,5,4
2017,9000,Petrol,Manual,First,5,6.85
2015,53497,Petrol,Manual,First,5,5.45
2007,68000,Diesel,Manual,First,5,1.99
2014,65000,Diesel,Automatic,First,5,8.99
2014,45155,Diesel,Manual,First,5,6.5
2018,20026,Petrol,Automatic,First,5,9.27
2015,60000,Diesel,Manual,First,5,6.99
2019,15976,Diesel,Automatic,First,5,36.76
2017,30523,Petrol,Automatic,First,5,17.08
2013,26300,Diesel,Manual,First,5,2.8
2011,66000,Diesel,Manual,First,5,2.49
2016,70000,Diesel,Manual,First,5,8.85
2011,46000,Petrol,Manual,First,5,4.15
2017,28000,Diesel,Manual,First,5,10
2017,46000,Petrol,Manual,First,5,4.75
2017,33000,Petrol,Automatic,First,5,3.2
2017,27718,Petrol,Manual,First,5,3.28
2013,58000,Petrol,Manual,First,5,7.5
2018,33150,Petrol,Manual,First,5,7.39
2013,77000,Diesel,Manual,First,5,3.65
2007,70000,Diesel,Automatic,First,5,11
2012,97000,Diesel,Manual,First,5,3
2012,75300,Diesel,Manual,Second,5,2.25
2010,69918,Petrol,Manual,First,5,2.83
2019,4721,Petrol,Manual,First,5,4.11
2014,39163,Diesel,Manual,First,7,14.7
2013,80000,Petrol,Automatic,First,5,25
2015,66000,Diesel,Manual,First,5,2.35
2017,36154,Diesel,Manual,Second,5,6.41
2012,34000,Petrol,Manual,First,5,5.75
2016,60000,Diesel,Automatic,Second,5,17.55
2015,32000,Diesel,Manual,First,5,10.25
2012,79985,Diesel,Manual,First,5,3.16
2014,37600,Diesel,Automatic,Second,5,22.5
2015,31965,Petrol,Manual,First,5,3.55
2010,70749,Petrol,Automatic,First,5,9.86
2013,38000,Diesel,Automatic,First,5,45
2017,41534,Petrol,Manual,First,5,7.99
2017,54455,Diesel,Automatic,First,5,6.5
2007,42000,Petrol,Manual,First,5,0.75
2018,52073,Diesel,Manual,Second,5,9.87
2018,40175,Diesel,Manual,Second,5,6.36
2017,16503,Petrol,Automatic,First,7,9.5
2017,15029,Petrol,Manual,First,5,6.05
2015,76362,Diesel,Manual,First,5,5.5
2007,18700,Petrol,Manual,Second,5,1.25
2015,67585,Diesel,Manual,First,7,11.99
2010,57000,Petrol,Automatic,Second,5,2.5
2019,22321,Petrol,Automatic,First,5,11.66
2015,36428,Petrol,Manual,First,5,3.1
2012,73500,Diesel,Manual,Second,5,2.6
2015,47234,Petrol,Manual,First,5,5.09
2008,62364,Petrol,Manual,First,5,2.3
2012,89000,Diesel,Manual,First,5,6
2013,58653,Diesel,Manual,First,5,4.4
2013,30000,Petrol,Automatic,Second,5,11
2014,64042,Diesel,Manual,First,5,5.7
2013,120000,Diesel,Automatic,First,5,6.95
2014,90000,Diesel,Manual,First,8,7.9
2018,30733,Diesel,Automatic,First,5,29.3
2009,43600,Petrol,Automatic,First,5,10.24
2010,71473,Petrol,Automatic,Second,5,5.35
2014,39000,Petrol,Automatic,Second,5,3.49
2009,84045,Petrol,Manual,First,5,2.85
2014,57004,Petrol,Manual,First,5,5.35
2012,75464,Petrol,Manual,First,5,3.62
2006,142000,Diesel,Manual,First,7,6.25
2012,118683,Diesel,Manual,Second,5,3.19
2018,42000,Petrol,Manual,First,6,5.5
2019,12800,Petrol,Manual,First,5,7.67
2011,80000,Petrol,Manual,First,7,5.5
2014,76126,Diesel,Manual,First,5,6.6
2017,21000,Diesel,Automatic,Second,5,55
2013,85000,Diesel,Automatic,First,5,21
2017,27000,Petrol,Manual,First,5,4.5
2016,45794,Diesel,Automatic,First,7,20.67
2013,57352,Diesel,Automatic,First,5,6.5
2018,41467,Diesel,Automatic,First,5,37.98
2009,42000,Petrol,Manual,First,5,1.45
2015,67048,Diesel,Manual,First,5,7.9
2018,11732,Petrol,Manual,First,5,10.07
2016,37000,Diesel,Manual,First,5,6.5
2015,30000,Diesel,Automatic,First,5,22
2016,53000,Diesel,Manual,First,5,9.75
2014,60000,Diesel,Manual,First,5,6
2014,65000,Diesel,Manual,First,5,3.99
2008,51000,Petrol,Manual,First,5,1.75
2015,92000,Diesel,Automatic,First,7,19.75
2017,31000,Diesel,Manual,First,7,16.95
2017,43917,Petrol,Manual,First,5,6.8
2007,46707,Petrol,Manual,First,5,0.99
2013,84000,Petrol,Manual,First,5,2.95
2015,55662,Diesel,Automatic,First,7,42.83
2014,51000,Diesel,Automatic,First,5,21.5
2015,24398,Petrol,Manual,First,5,7.9
2011,78000,Petrol,Manual,Second,5,2.3
2012,40315,Petrol,Manual,First,5,2.75
2011,83000,Diesel,Manual,First,8,6.71
2017,58151,Diesel,Automatic,First,5,9.6
2017,30519,Diesel,Manual,First,5,12.81
2019,20712,Petrol,Manual,First,5,6.94
2015,48000,Diesel,Manual,First,7,9.45
2015,85000,Diesel,Manual,First,5,6
2013,32000,Petrol,Automatic,First,5,11
2011,52000,Petrol,Manual,First,5,2.6
2007,58307,Petrol,Manual,First,5,1.95
2013,30000,Diesel,Automatic,First,4,45
2014,40000,Diesel,Automatic,First,5,22
2015,36000,Petrol,Manual,First,5,4.9
2015,58817,Diesel,Manual,First,5,6.25
2013,55000,Diesel,Manual,Second,5,6.1
2011,39000,Petrol,Manual,First,5,2.6
2012,35000,Diesel,Automatic,First,5,29
2010,49900,Petrol,Manual,Second,5,3.3
2013,99500,Diesel,Manual,Second,5,3.05
2012,33249,Diesel,Manual,First,5,3.25
2014,52000,Petrol,Manual,First,5,3.75
2015,45000,Diesel,Manual,First,7,13.25
2017,22000,Petrol,Manual,First,5,4.8
2019,7858,Petrol,Manual,First,5,3.8
2011,112000,Diesel,Manual,First,7,8.5
2016,41082,Diesel,Automatic,First,5,38.76
2009,72000,Petrol,Automatic,First,5,3.2
2011,84912,Petrol,Manual,First,5,3.5
2015,70000,Diesel,Manual,First,5,12.25
2014,21000,Petrol,Manual,First,5,4.75
2016,27000,Petrol,Manual,First,5,4.5
2012,29000,Petrol,Manual,First,5,2.35
2014,48425,Diesel,Manual,First,5,3.4
2016,19000,Diesel,Automatic,First,5,10
2012,210000,Diesel,Manual,First,7,9
2013,64000,Petrol,Manual,Second,5,5.2
2006,200000,Diesel,Manual,Second,5,1.85
2013,100000,Diesel,Automatic,Second,7,38
2013,69140,Diesel,Manual,First,5,5.11
2019,21214,Petrol,Manual,First,5,9.66
2015,28000,Petrol,Manual,First,5,3.4
2017,29085,Petrol,Manual,First,6,5.84
2016,30000,Petrol,Automatic,First,5,3.8
2012,32910,Petrol,Automatic,First,5,2.5
2015,30000,Diesel,Manual,First,5,6.95
2010,35102,Petrol,Automatic,First,5,5.5
2017,22831,Petrol,Manual,First,5,6.19
2013,74911,Diesel,Manual,First,5,6
2015,21000,Petrol,Manual,First,5,3.75
2018,37160,Diesel,Manual,First,5,9.46
2011,41000,Petrol,Manual,Second,5,3
2016,37294,Diesel,Manual,First,5,5.75
2009,56927,Petrol,Manual,First,5,4.41
2017,21954,Petrol,Manual,First,5,3.7
2014,50000,Petrol,Manual,Second,5,2.5
2012,78212,Petrol,Manual,First,5,5.35
2013,64500,Diesel,Manual,First,5,3.65
2014,51000,Diesel,Automatic,First,5,13
2012,52000,Petrol,Manual,First,5,2.45
2015,120000,Diesel,Automatic,First,5,5.75
2017,65792,Diesel,Manual,First,5,8.11
2018,30000,Diesel,Manual,First,5,7.75
2017,54387,Petrol,Automatic,First,5,5.85
